subj,ablood,accustomed,agreed,albust,alk,almost,an,ancrusinishness,animal,answer,ap,appropriates,arm,arsher,asca,ase,baafness,back,bads,bangs,banny,bathroom,become,beeltisul,begin,benon,besime,best,black,blans,bledge,bove,brought,brubs,brush,budget,building,bulbet,business,candy,cas,chance,chanding,chareet,charks,che,cibsus,circus,clomify,cok,cold,collosks,come,complase,complete,compliment,configuration,contain,coth,cotosks,cotplicant,crit,cuppom,custom,daople,describe,destrifs,distance,dogo,dolc,doubtful,drustion,dryer,duttery,eamn,ef,elements,fafever,famous,farmer,faster,fatter,fattify,fistory,fite,flankfopper,freat,from,fror,fun,garden,garment,ge,germantia,ggnoi,ginth,give,good,grasshopper,gravel,great,groon,guarantee,guess,guoys,gurynh,hammer,hane,hello,him,history,hot,however,hu,hungry,hus,hust,imagine,imeyits,inni,inside,insows,into,invent,investigate,ip,jewel,jixel,khtna,lame,lant,left,leld,liberty,library,liffs,light,listen,loleh,loms,long,look,losh,lunch,mader,mannanency,mich,miss,molent,money,moon,more,morning,mout,mun,mystery,name,natural,naw,nied,night,nop,nuf,nulch,number,oban,om,once,open,orn,ot,overwhelm,pame,peace,pealt,pencil,people,phlere,pickle,plane,play,plays,pledge,potent,pretty,purchase,qualify,question,rackle,rebosks,resolve,reverse,roder,round,runey,sain,scays,shine,shink,short,shring,sick,sids,sint,sit,slace,slellen,snose,speveal,spu,spy,stenil,streat,street,strosh,sudsage,sun,swane,teacher,telechinct,telescoped,testify,tfaer,them,throomba,through,time,tis,toy,tried,trood,truck,trull,twew,ujst,understand,unger,uoy,utashing,wared,wase,watch,waves,we,went,whose,will,without,woft,wood,yos,ypla
2854,1.102,0.9,0.423,0.748,1.784,2.402,0.957,1.24,0.724,1.006,1.669,1.913,1.174,0.914,1.121,1.421,0.783,0.717,0.991,1.843,0.821,0.932,1.257,1.106,1.199,1.29,1.389,0.957,0.768,0.699,1.29,3.107,0.925,0.89,1.919,1.806,0.887,2.255,0.648,1.007,1.056,0.798,0.968,1.501,0.956,0.752,1.667,0.872,0.782,0.506,0.919,1.274,0.692,0.949,0.519,1.539,0.283,0.873,1.217,7.424,4.372,0.999,4.882,1.324,1.95,0.938,1.682,0.486,0.97,1.284,1.965,2.037,0.966,1.767,0.884,2.423,0.836,0.739,0.773,1.223,0.762,1.284,0.805,1.356,0.457,1.384,1.247,0.606,1.355,1.1,0.707,1.15,1.067,1.388,1.087,1.417,0.801,0.834,2.103,1.625,1.294,1.52,0.969,1.838,1.034,2.321,1.306,1.174,0.455,3.668,0.823,0.951,0.857,1.89,0.548,1.97,0.821,0.956,1.967,0.921,0.837,0.349,0.816,1.423,1.197,0.969,0.457,1.041,1.419,1.656,1.523,0.64,47.355,3.107,1.137,1.086,0.514,0.85,1.558,1.219,0.949,0.802,1.088,1.338,2.357,2.022,1.45,1.083,1.088,0.755,0.905,0.738,0.953,3.703,1.202,1.132,1.348,1.09,1.655,2.134,0.817,1.567,0.899,0.487,0.79,1.369,1.15,0.789,0.882,1.034,1.09,1.619,0.866,0.788,1.534,0.802,0.921,0.903,0.722,0.987,0.788,0.552,2.365,1.222,0.401,1.893,0.732,0.832,1.414,1.755,0.839,1.134,0.857,0.816,1.285,0.933,1.284,1.851,2.417,0.831,0.833,0.721,0.816,1.203,1.291,1.717,0.555,0.423,1.591,2.299,1.738,0.97,1.483,1.251,8.54,2.779,1.786,1.022,0.503,0.956,1.406,1.05,2.27,0.652,2.039,1.414,0.706,0.876,1.955,0.856,2.637,1.008,1.923,0.556,0.985,0.883,1.253,0.87,1.02,1.165,1.371,0.598,0.689,0.804,1.119,0.99,1.021,1.153,1.032,0.654,0.87,1.146
3010,0.816655,1.40305,1.025245,1.88683,1.24351,0.938625,0.97132,1.170755,1.402765,0.89039,0.75485,1.30704,0.854035,2.277575,0.93462,1.486045,1.549015,0.773115,1.33628,1.393415,1.347305,0.96538,1.639055,5.1546,1.001785,0.97275,1.72528,1.758125,2.17101,2.052295,1.03646,1.09312,1.30601,1.12078,0.943245,1.03308,1.038255,1.235535,1.27786,0.96387,0.90232,1.132965,1.14124,0.827045,1.56555,0.8848,1.022855,1.85795,2.99928,0.907495,1.360725,1.77192,1.21794,1.676985,0.98627,1.10619,1.408455,1.184235,2.753175,0.95658,1.01634,1.24594,0.873125,1.11721,0.651995,2.85127,1.11868,1.01717,0.66706,1.2505,1.143015,0.8835,1.26034,1.064905,0.92644,1.05305,1.499165,0.9222,0.954785,1.174875,1.60803,1.81919,1.469585,1.593915,1.120485,1.73626,4.086815,0.803465,2.494485,0.933335,0.65512,0.843765,0.86037,0.96704,0.798155,0.57264,0.873925,0.90146,1.283755,1.11871,4.053335,1.90254,0.965395,1.22127,0.767285,0.967935,1.01063,0.98343,1.46528,2.118795,1.546285,0.773655,0.80147,1.5549,1.12382,1.767475,1.225415,1.13879,2.565955,1.66919,2.09628,1.183425,1.20686,0.933605,1.25562,1.14966,0.870125,1.02762,1.350395,1.135745,1.165875,0.91917,1.17704,1.103205,1.26777,2.80153,0.84296,1.15903,0.804805,1.250435,0.85614,0.88727,1.13038,0.873635,1.183855,0.90397,0.883055,1.00141,0.87535,0.988425,0.789865,0.90497,1.110895,1.201145,1.502135,0.82203,1.019295,0.751265,1.4693,2.2087,1.09287,1.488405,0.79744,1.005935,0.833685,0.75161,0.920715,1.28367,0.85624,1.3482,1.068955,0.746855,1.4608,0.754675,1.268925,0.817515,0.749435,0.83898,1.320535,0.84416,0.952635,0.649745,1.088605,1.467695,1.94362,1.701665,0.77185,0.86022,1.451325,0.95136,1.166945,1.10193,1.007995,0.773505,4.62729,2.196865,1.45775,2.28724,2.107905,1.37716,0.960535,0.16746,0.93228,0.541515,1.444015,1.13407,1.03447,1.120125,0.93366,0.99423,2.108825,0.95074,1.20464,1.299755,1.34411,1.04735,0.92751,1.951155,0.81734,2.342045,4.68953,1.183345,1.8743,0.72466,1.2306,0.88852,0.85832,1.763605,0.934585,1.266835,2.16945,0.923735,1.03466,1.2045,1.213915,0.96856,1.286205,1.35456,1.443935,1.04725,0.950115,0.988015,1.789295,0.76436,0.906845,0.73871,1.58788,0.96631,0.930525,0.792545,0.639185,1.11669
3069,1.29166,1.036704998,1.620575,0.608305,1.868355,0.848015001,1.322935,0.97811,1.353630001,1.24635,2.414770002,0.953445001,1.458795,0.818144999,8.131449999,1.831385,0.980115,0.702205,0.364185002,1.218835,1.15399,0.97401,0.86705,1.014635,1.09842,2.497084999,0.668135,0.841695001,1.105379999,1.71673,0.84547,35.874795,1.197725,1.038995,1.199510001,0.93685,0.76499,1.881605001,0.647574998,0.632175,1.096345,0.855775001,2.581795,0.986965001,2.47106,0.57866,0.414235,4.990915,1.17451,0.38907,0.983645,0.981980002,1.031895,1.550704999,1.253379999,1.767070001,1.249915,2.142790001,2.127839999,3.59609,1.025815001,0.869534999,0.623439999,0.59778,0.788140001,3.013979999,1.709175,1.915820001,0.77146,36.844405,1.264605001,1.299035,0.497785,4.786780002,1.384804999,0.341249999,0.534095,1.831714999,0.919189999,7.9608,0.519590002,0.51856,0.331685001,1.307875,1.483650001,4.42159,1.41385,1.507275,0.360224999,1.04807,2.71355,1.298799999,1.29549,2.481915001,1.137665,1.432195,0.815459998,0.665695,2.449425001,1.323679999,0.932870001,1.623205001,1.18234,17.14259,2.136624999,0.820565,2.729099998,0.903835,1.01915,0.833425,1.167475,0.969645001,0.81917,5.04764,1.33588,0.7818,2.073685,0.984099999,22.745495,0.975200001,1.462000001,1.63191,1.595930001,0.831415001,2.065675,0.43114,1.42773,1.45201,4.207239999,1.303025002,1.798485,1.308795001,0.881725,0.979985001,0.563595001,1.255009999,1.196085,0.785055,1.91437,0.467225,0.898045,0.832855001,0.717735,0.669949999,14.81275,1.18017,1.840805,0.248755001,0.68574,1.041370001,9.241805,1.410414999,0.732650001,0.997535001,1.403250001,0.71514,0.415774999,1.655904999,0.586674999,0.332615001,0.875159999,0.53521,0.783609999,0.768845001,6.583269998,1.066679999,0.502805,0.73636,1.264055001,0.381244998,0.155200001,2.401425,5.03867,1.132340001,1.882245,1.05242,1.347835001,0.798020002,0.885290001,1.158615001,0.576949999,3.964875,7.581675,30.51159,0.709895,1.383820001,0.906815,0.499070002,1.03599,3.71349,1.08261,1.198705001,0.989580002,0.664644999,1.448545001,4.250780001,0.816269999,0.481310001,0.870650001,1.074659999,1.148525,3.184304999,1.283834999,1.9004,0.837575,0.339089999,0.75268,1.164589999,3.231149999,2.921325,2.844529999,0.32233,1.957559999,1.460475,1.216004999,0.65477,1.22979,0.601335,4.04858,1.257905001,0.602330001,0.623509999,0.998805001,0.806680001,8.013005,0.54716,0.685125001,0.715605,0.869659999,16.800845,0.705980001,1.849409999,0.687865,4.140310001,0.93409,0.950209999,1.768045001,6.557845,0.97199,0.481799999,1.130435001,1.053845001,0.842544999,0.725189999,1.774999999,0.585919999,0.829555001,0.274204999,0.578980001,0.908470001,1.123950001,1.946835
3158,0.61899,0.8488,0.76828,0.646735,0.80175,0.86266,0.74805,0.74793,0.865375,1.354405,1.53314,2.523605,1.86511,0.91986,1.119355,0.981635,0.651115,0.632465,0.718535,1.065675,3.69987,0.866675,0.86273,0.718955,0.417985,1.26484,1.210765,0.0852,0.78231,0.48788,0.56549,0.89644,1.98566,0.990225,0.764315,0.63532,0.066965,1.28629,0.731655,0.657995,0.95566,1.044915,1.584085,0.715025,2.15126,0.78568,0.86488,0.50734,0.638355,0.627,0.88399,0.68262,0.544385,0.79855,0.44832,0.72532,1.38429,1.179235,0.44121,3.715375,0.981545,1.34726,0.714525,0.743425,1.50832,0.59544,0.87187,0.881155,0.93474,0.69958,0.564785,1.44893,0.37288,1.05449,0.693355,0.582715,0.418925,0.881855,1.083585,0.898685,0.79795,0.88809,0.85166,0.989285,0.85737,1.89733,0.889855,1.10516,0.649255,0.88776,0.721465,1.44358,22.962845,0.51589,1.100395,0.382995,0.595885,0.565335,1.25979,0.85409,1.48812,0.50192,0.46511,0.052205,0.93858,0.655225,0.848295,1.1532,0.807095,0.748675,0.741355,0.86744,0.58265,0.94666,4.293465,0.468025,0.000935,1.56609,3.03067,0.598465,0.474265,1.31447,0.947925,1.94255,0.821145,0.58343,0.775025,0.479515,0.897995,0.79792,1.273305,0.906395,0.101665,0.134555,0.991285,1.150935,0.644745,0.30106,2.60365,0.30201,1.432975,0.70026,0.03757,1.34973,0.982755,0.886865,0.934945,0.55529,3.912585,2.011525,0.43541,0.696855,0.748855,1.099025,0.9384,0.76859,2.633805,1.847075,0.86367,0.485155,1.23488,0.60085,0.500395,0.57514,0.719595,0.9421,0.0509,0.085285,0.803415,0.78361,0.843545,0.652885,0.837675,0.683385,1.430995,0.42958,0.747775,1.015955,0.549195,1.22322,0.784295,0.698645,1.284035,0.788185,1.16849,4.41621,1.55153,2.35138,0.955545,1.077445,0.419125,0.775435,0.820085,0.84473,0.939765,0.71744,0.46714,0.89756,1.087035,1.12547,0.910755,1.15598,0.999365,1.23102,0.82363,0.32376,0.713925,2.540755,1.201165,0.864385,0.668215,0.784885,0.807825,2.091225,0.0691,0.058135,0.57355,0.551655,0.69831,0.56917,0.585585,0.665045,1.232305,0.802135,1.01655,0.418505,0.99764,0.831285,2.770705,1.33075,0.77704,0.81652,0.08992,0.948015,1.129795,0.97493,0.673575,1.01493,0.708655,1.20516,0.485405,0.771095,1.849695,0.556665,0.470745,0.81999,0.101225,0.482555,1.238165,0.881555,0.7377,0.734785
3196,0.54069,1.43924,0.66129,0.58334,0.97083,0.646345,0.888575,0.948455,0.674085,0.927905,0.98641,0.687305,0.733835,1.35377,1.81576,0.69435,0.756395,0.94642,0.64159,0.907145,0.751325,1.4957,0.56021,0.464095,0.507035,1.123635,1.038575,0.378355,0.120815,0.790985,0.603515,1.091685,0.820775,1.215935,0.841715,0.842725,0.63628,0.84249,0.806495,0.56997,0.753255,0.675625,0.81592,1.33087,1.283195,0.740305,0.58172,0.908115,0.73963,0.54555,0.7751,0.653945,0.589525,0.68495,0.704155,0.56913,0.678515,0.649855,0.880325,0.570485,0.411945,0.04525,0.68201,0.431495,0.60101,1.371725,0.986995,0.71477,0.672455,0.73073,0.922375,0.724815,0.658765,0.63339,0.72916,0.57859,0.750625,0.68,0.573285,0.999975,0.95209,0.8317,0.467665,0.767555,0.563965,1.39479,1.135715,0.83658,0.58267,0.677465,0.788805,0.84839,0.83902,0.72366,0.596925,0.608275,0.484625,0.643635,0.934605,0.793185,0.82211,0.53734,1.307305,0.803955,0.79688,0.9967,1.045185,0.76973,0.79388,0.580505,0.78366,0.559525,0.77619,0.72166,1.231175,0.624725,0.61617,0.69233,0.67327,1.419125,0.82188,1.46247,0.82159,0.58932,0.74852,0.7115,0.81377,0.36424,0.707725,1.334065,1.304795,0.50236,0.62815,0.816685,0.63415,0.65972,0.714795,0.56503,0.483025,0.56144,0.60038,0.260145,0.688425,0.612375,0.79762,1.024585,1.029905,0.735465,0.9952,0.77046,0.98599,0.81037,0.735365,0.61954,0.78644,0.664785,0.758525,0.78145,0.732865,0.582325,0.483615,0.65996,0.90246,0.834,0.569205,0.58411,0.714215,0.56684,0.87448,0.60853,0.53998,0.86588,0.75204,0.649405,0.729915,0.858255,0.58219,0.72543,0.643465,0.48852,1.803435,0.755115,0.55585,0.57485,0.849165,0.82532,0.77142,0.763435,0.687185,1.40728,0.54376,0.66312,1.459555,0.385165,0.57538,1.125785,0.91516,0.678345,0.76695,0.534315,1.058995,0.524175,0.88598,1.16499,0.604695,0.78812,0.69765,0.811555,0.63946,0.54203,0.613005,0.679775,0.84696,0.64551,0.66671,0.755645,0.770925,1.09193,0.6817,0.592245,1.12756,0.78768,0.727895,0.555395,0.62006,0.709835,0.664595,0.56868,0.748615,0.83855,0.60862,0.700835,1.25553,0.61202,0.91503,0.601835,0.52886,0.52831,0.863485,0.6219,1.43164,0.7782,0.786685,0.517255,1.313205,0.782105,3.045575,0.485825,0.98817,0.83335,0.647345,0.52315
3234,0.9273,0.70119,0.685855,0.682585,0.58671,0.76551,0.698755,0.897945,0.932855,0.757565,0.73903,1.38295,1.539055,1.10783,0.56529,0.832615,0.75176,0.924235,1.56586,1.289595,1.454105,0.65665,1.912635,1.921425,0.99653,0.719015,2.81795,0.547335,0.9412,1.952645,0.649555,0.73435,0.708985,0.756025,0.4148,0.73869,0.872235,0.866965,0.733545,0.748935,0.954265,3.70018,1.115465,2.64688,0.96491,0.553765,0.754555,1.04768,0.57302,0.91859,0.616625,1.110395,0.798365,0.839135,0.847265,0.917975,1.021085,0.9167,0.722795,0.80496,1.36824,0.682765,0.817635,2.00284,1.30283,0.701445,0.73411,1.00803,2.056525,0.61958,0.746895,1.11965,2.132335,0.60808,0.70253,0.62314,0.933345,0.621545,0.679325,0.67561,0.61903,2.35262,0.817975,0.87751,2.982585,0.72311,0.43378,0.757715,0.402295,0.35009,0.66616,0.639335,0.359485,1.003645,0.70859,0.919525,0.73321,4.43812,1.158565,0.765195,0.9689,1.07028,1.032985,0.742835,0.76946,0.57134,0.789795,1.355125,0.663855,0.95014,0.825075,0.76653,0.889695,0.63495,0.75117,1.82507,0.806795,0.74379,0.781685,0.716005,1.508665,0.63,0.62383,1.63415,0.8998,0.671805,0.66577,0.482125,0.53937,1.13301,0.9216,0.600385,0.62984,1.01504,0.83276,0.715625,0.7357,0.718195,0.6515,0.652835,0.4404,0.5495,0.66848,0.66581,0.78148,0.64878,0.882465,3.848325,0.798905,0.768765,0.671965,0.44774,0.525075,0.7715,0.697285,0.771365,0.65018,0.85476,0.667165,0.77219,0.771255,1.376865,0.658425,0.63209,0.699305,1.76774,0.682195,0.82439,0.74878,0.78129,0.59439,0.566435,0.648845,0.58252,0.65335,0.623215,0.519165,0.62144,0.940625,0.734605,0.45019,0.401605,0.798175,0.713925,0.512875,0.75836,1.06526,0.95768,0.87638,0.865655,2.52971,1.15135,0.633235,0.665335,1.248835,0.69076,0.771495,1.23896,0.624545,0.68146,0.83289,0.51544,1.06927,0.933645,1.073375,1.169,1.01762,0.838915,0.739895,0.598155,1.10184,0.656685,1.59992,0.760595,1.00081,0.629465,0.632445,0.7176,0.62106,0.89227,0.83346,1.23698,0.80183,0.54181,0.966735,0.95278,0.613795,0.766895,0.81956,1.14096,0.88146,0.498105,0.785185,0.83061,0.668985,0.730975,0.574185,0.799895,0.837535,0.687845,0.6319,0.7232,0.65287,0.665695,0.63326,0.863825,0.746885,0.947525,0.522245,0.613345,0.63813,0.554905
3279,2.3638,0.282105,0.31273,0.09602,0.23858,0.368925,0.35306,1.113185,0.33323,1.05579,0.13695,0.329115,0.483505,0.89935,0.75141,1.20964,0.11274,0.933275,1.982,0.299015,0.278725,1.803635,1.463035,0.426135,2.18373,7.16362,4.703575,0.203965,0.33325,1.248555,0.95299,1.572165,0.853725,0.28679,0.585275,0.81367,0.62949,0.509755,0.41887,0.318475,0.080525,1.77464,0.20154,0.01874,0.65198,0.3503,0.704265,0.820115,0.718835,0.186115,0.87428,0.201815,0.601295,0.406835,0.43364,1.051275,0.385565,0.001695,0.56958,0.28673,0.54405,0.752425,1.10156,1.07977,0.665435,1.75641,0.385045,0.319115,0.231655,0.83569,0.352515,0.30631,3.556055,0.0148,0.22402,0.949735,4.0778,0.75702,0.98538,2.927295,0.910205,2.066405,1.050795,0.3335,0.93731,0.80022,0.266095,1.101655,2.09821,1.077275,0.35925,0.017895,2.350425,0.318065,1.05214,0.45089,0.13621,0.00137,0.081415,0.11375,1.11205,1.269635,0.5989,2.85191,0.318105,0.18394,0.47019,0.333755,0.091385,0.31684,0.38544,0.74988,0.70333,0.392275,0.065245,0.577595,1.948255,0.648315,0.35854,0.53886,1.070645,1.56168,0.38505,1.13433,0.34179,1.366675,0.448115,0.0832,0.27826,0.10067,0.464665,0.35362,1.82416,2.143535,1.236855,0.18456,0.68748,1.03468,0.279205,0.720455,0.18347,0.305945,1.0344,1.241645,0.399085,0.834125,0.32513,1.000685,1.21993,0.353005,1.08323,0.433355,0.332065,0.925705,0.371345,1.45537,0.168975,0.484435,0.00119,0.83411,1.44977,0.96633,0.36586,1.064885,1.953715,0.309235,1.073315,1.3216,0.1176,0.402615,0.56434,0.44783,0.240755,0.2345,0.354245,0.28454,0.315485,0.34752,0.45235,0.37078,0.763245,1.101945,0.35677,0.324535,0.247575,0.58761,0.05163,0.119675,0.014045,0.568525,1.17154,2.10652,1.54975,0.433445,0.05575,0.47923,0.104765,0.87323,0.932635,0.43451,0.18338,0.324275,0.198645,0.930515,3.46233,0.347915,1.53563,0.4331,1.34783,0.36754,0.03233,10.69392,0.830325,0.86666,1.03267,3.26023,0.19744,1.11339,0.99587,0.388385,0.31201,0.937995,31.58237,1.483155,0.099735,0.36715,0.80527,0.627075,0.387385,0.33176,2.551215,0.552845,1.69584,0.30224,0.85295,0.403955,1.586215,0.934635,0.18077,0.81624,0.471,3.03547,0.323195,1.033695,0.33262,1.21713,1.021715,1.87161,0.371305,0.263885,0.465705,1.15034
3317,1.180915,2.94561,1.796385,6.10095,2.296805,4.33995,1.83064,1.22026,1.849645,1.04506,2.24584,2.32806,1.3473,1.603285,2.692625,1.818115,2.658995,4.353495,1.42148,2.49365,3.8333,8.70939,2.13789,1.493445,2.81373,0.967165,2.38417,4.786115,1.703785,1.768265,2.04711,1.51831,3.12519,6.12443,2.055385,1.71318,1.85639,5.565615,2.78048,1.414595,2.41035,1.30216,3.408025,5.718005,1.43709,2.062095,5.13104,2.09685,2.01171,1.761105,1.788475,2.113745,2.545535,1.516805,1.51487,1.55753,1.49837,2.01104,1.64988,2.61035,1.94606,1.04788,1.631275,1.27666,2.243715,1.230855,3.42323,2.455655,3.46021,4.371805,1.62836,2.231995,1.71557,1.698255,2.28846,1.09703,2.7934,1.551265,3.17625,2.44363,1.30066,3.449025,1.406825,2.517325,3.22458,1.782805,2.844805,6.182335,2.202325,5.650285,2.539515,5.91304,1.68913,3.027145,1.715985,2.296785,2.67936,0.864745,2.37582,1.48577,1.788715,1.2578,2.63514,1.89739,2.344455,1.497435,1.248625,2.028345,1.014905,1.580455,1.617625,0.968825,5.651795,0.998165,2.72539,2.391775,2.24973,1.41515,2.36635,1.965485,5.418065,5.09094,1.10813,4.43805,1.29759,3.039185,1.42919,0.91545,1.815835,2.282745,5.891995,1.06378,2.734465,1.27923,2.058975,2.37768,1.18404,2.28744,1.424855,1.226085,3.55756,1.435825,1.112165,1.577555,1.534865,6.531265,2.03556,2.66,2.96499,1.613035,9.66613,5.16921,1.87933,2.82602,3.56221,1.582715,2.004375,4.16084,1.396245,1.215305,2.69858,3.20906,1.286825,2.212135,2.100925,2.32815,3.59111,1.811545,2.02893,1.763355,3.057955,2.14057,3.42979,5.3264,2.69258,5.611295,2.11188,2.228725,2.39379,4.73781,1.33092,5.99938,0.950435,2.460665,1.17999,1.878515,2.178285,3.42991,1.330475,1.902525,7.121195,2.81479,1.131735,2.09489,3.55657,2.411405,6.287705,2.783955,2.178365,1.22352,2.29545,1.221055,1.40136,4.442035,1.76348,2.86234,6.97422,6.963465,2.113565,1.281055,1.312685,3.82451,4.220635,3.400835,2.11246,1.66539,2.34928,3.92904,1.80443,1.54763,1.18949,1.386275,5.142825,2.30066,1.18952,3.266185,2.89314,1.51491,1.08167,5.10493,1.505845,3.51598,2.727735,1.521445,1.254515,1.88092,2.38131,0.918995,1.731055,2.947245,7.2672,1.146785,2.14372,5.22168,1.33066,2.110895,1.670625,3.225875,4.115375,1.246285,1.489565,1.701955
1234,1.47434,0.700445,0.71421,1.440995,1.160865,0.80122,0.687675,0.97166,0.772685,1.03861,0.851975,1.01331,1.03497,1.615285,0.73599,0.80171,0.834535,0.51068,0.757315,1.70024,1.07093,0.76788,0.733015,1.867155,0.667315,0.850875,2.03366,1.081725,1.08576,1.018285,1.11548,0.93491,0.945345,0.742145,0.813625,0.63402,1.22637,1.001145,0.783885,0.736495,1.29428,0.80024,1.583585,1.253805,0.804805,1.155715,0.90155,0.76695,0.871595,0.519455,1.25403,0.96502,0.60967,0.840845,0.617335,0.95366,1.776295,1.221985,4.557275,0.70504,1.165975,2.970555,0.954425,0.672695,1.216435,0.51082,0.815595,0.863595,0.950785,1.00349,1.167235,0.90581,0.674255,0.80915,1.10019,0.59178,0.76618,0.917365,0.63341,0.77395,0.799165,0.899485,1.09101,1.00208,1.72152,1.079345,1.140765,0.71742,0.84195,1.117095,0.58885,1.100765,0.75284,0.786755,0.652395,1.176445,0.57728,0.79556,0.767435,0.871185,0.65358,1.074715,0.834175,0.83247,0.798925,0.78423,0.60528,1.509805,0.50425,0.540775,1.23035,1.202,0.96598,0.77737,0.66778,1.470255,0.70021,0.656225,0.918595,1.4745,0.804175,1.21714,0.683235,0.849955,0.720785,0.856955,2.14995,1.05069,0.764195,0.549085,0.84411,0.634245,2.069245,1.317165,0.927075,0.918405,0.88458,0.645845,1.607005,1.03424,1.067105,0.65494,1.28295,0.868175,1.203355,0.92235,1.467255,0.632755,2.05571,0.709005,0.862155,0.48141,0.483915,0.76873,1.0558,0.7848,0.00185,0.668115,0.752845,0.716405,0.76591,0.76655,0.775655,1.00877,0.900975,0.93435,1.049615,0.965555,0.568115,0.85519,0.91617,1.00167,0.93356,1.28568,0.794695,0.6286,0.78445,0.909775,0.68626,0.790055,0.65464,0.959355,1.600955,1.254665,0.614605,0.79173,0.95142,0.56433,0.756775,1.221995,0.856245,0.724445,1.31714,0.731415,1.11655,2.08391,0.60511,1.33572,1.27878,0.63529,0.900555,0.854845,0.989835,0.859515,0.71716,1.071275,0.90204,0.8014,1.034675,0.800605,0.844,0.98714,0.889515,0.873685,2.718895,1.794435,0.79336,0.739645,0.848975,1.34956,0.959845,0.71889,0.93625,0.885935,0.88535,0.733875,0.7915,1.15269,1.046835,0.866225,1.22489,0.740195,1.189815,0.858425,0.766005,0.70381,1.77358,1.24929,0.74254,1.006395,1.742485,0.71295,0.984295,1.08709,0.730155,0.71782,0.676165,0.72207,1.05535,0.80191,0.69003,0.993345
1235,0.61801,1.055865,0.60069,1.19667,0.742605,0.13898,1.115725,0.684925,0.74832,0.684455,0.484025,0.83299,1.40517,0.69012,0.53373,0.36604,1.134445,0.433945,0.63223,0.500015,0.81833,0.635155,0.63491,0.848095,0.36538,0.45477,0.85104,0.454735,0.624775,0.80873,0.68419,0.868635,0.56912,0.319925,0.76131,0.873525,0.903525,0.86977,0.74214,0.26821,0.617615,0.90022,0.406235,1.083525,1.074685,6.641235,0.816055,0.79871,0.6682,0.700855,0.46448,1.08368,0.60853,0.45593,2.633425,0.537,0.79373,0.932915,0.750875,0.75476,1.11939,0.856445,0.78108,0.88295,2.832365,0.422405,0.76958,0.89145,0.95346,0.764315,1.30075,0.78674,0.867185,0.557465,0.69998,0.567915,0.684105,0.633695,0.51724,0.31754,0.68837,1.03497,1.034025,1.173975,0.76464,0.96715,0.688,0.71754,0.63431,1.00924,0.618,0.651425,0.887605,1.08784,1.032835,0.82171,0.6541,1.003,1.03346,0.650335,0.520535,0.6326,0.705645,0.46226,0.70268,0.70081,0.766175,0.27567,0.56915,0.348525,0.333615,1.28335,1.353975,0.520835,0.76747,1.135275,1.55696,0.5738,0.79396,0.85118,0.705335,0.670155,0.57505,0.2927,0.594525,0.68723,1.467235,0.632845,4.11457,0.550735,0.60435,0.45921,0.656085,2.464245,0.729365,1.017285,0.542705,0.54829,0.60129,0.788675,0.57099,0.488005,0.708255,0.904935,0.80345,1.18377,0.272715,0.694345,1.416375,0.524855,1.360385,0.34407,0.59,0.58675,0.78458,0.63283,0.442125,0.685275,0.621175,0.69872,0.56668,0.477025,0.688015,0.701975,1.22596,0.68762,0.43304,0.92683,0.68363,0.66852,0.79565,0.703715,0.850865,0.42186,0.735975,0.59151,0.42182,0.75552,0.59252,0.64201,0.72689,0.564785,6.11053,0.56826,0.702025,0.689435,0.499185,0.727775,0.522005,1.26627,0.96235,0.645965,0.825865,0.48397,0.761815,1.087625,0.635085,0.50051,1.00334,0.898585,0.68319,0.49119,0.80715,0.326245,1.19312,0.755795,0.821205,0.336985,0.827105,0.401575,0.65118,0.85341,0.57213,0.699395,0.639635,0.872445,0.98053,0.93656,1.013145,1.504635,0.919765,0.959315,0.32175,0.56729,0.848505,0.29996,0.57383,0.684085,0.86064,0.623585,1.615505,0.51968,0.841035,0.759965,0.474165,0.93735,0.51749,0.701445,0.94279,0.65746,0.80179,0.45814,0.73146,0.71106,0.30225,0.817235,0.584975,0.650415,0.68509,0.607685,0.70657,0.484795
